Url,Price,Building Area,Land Area
https://www.lamudi.co.id/dijual-rumah-hoek-tebet-jakarta-selatan.html,6300000000,300,235
https://www.lamudi.co.id/dijual-kost-eksklusif-nyaman-bersih-dan-strategis-165975206142.html,15500000000,350,392
https://www.lamudi.co.id/rumah-kosan-di-tanjung-duren-jakarta-barat.html,3500000000,216,90
https://www.lamudi.co.id/dijual-rumah-asri-akses-mobil-cibubur-bulak-ringin.html,650000000,60,89
https://www.lamudi.co.id/dijual-cepat-rumah-di-kawasan-elit-belakang-scbd-cocok-u-investasi.html,14000000000,204,182
https://www.lamudi.co.id/dijual-cepat-rumah-1-1-2-lantai-akses-mobil-truck-cipayung-jaktim.html,1400000000,178,178
https://www.lamudi.co.id/dijual-rumah-kolonel-sugiono-siap-huni-nyaman-buat-165873351263.html,1980000000,133,133
https://www.lamudi.co.id/rumah-murah-di-kebon-jeruk-jakarta-barat-166053459491.html,840000000,62,32
https://www.lamudi.co.id/rumah-murah-asri-minimalis-modern-5jt-all-in.html,402000000,42,84
https://www.lamudi.co.id/jual-rumah-sumur-batu.html,6200000000,300,252
https://www.lamudi.co.id/dijual-rumah-cantik-terawat-2-lantai-posisi-hook-siap-huni-dekat-mrt.html,5000000000,400,241
https://www.lamudi.co.id/jual-butuh-dan-murah-rumah-bedeng-daerah-gandaria-i.html,250000000,36,36
https://www.lamudi.co.id/rumah-jual-cepat-harga-murah-siap-huni-di-kota-wis-166063847118.html,890000000,70,105
https://www.lamudi.co.id/dijual-cepat-rumah-dan-kos-kosan-lokasi-strategis-luas-dan-asri.html,15000000000,500,891
https://www.lamudi.co.id/dijual-rumah-brandnew-siap-huni-di-kawasan-berkembang-wisteria.html,2200000000,79,84
https://www.lamudi.co.id/hot-news-millenium-cawang-residence-elegant-architecture-1.html,1700000000,115,72
https://www.lamudi.co.id/rumah-minimalis-jagakarsa-jakarta-selatan.html,1250000000,110,119
https://www.lamudi.co.id/rumah-mewah-smart-house-harga-terjangkau-di-palmer-165987172992.html,1156900000,62,33
https://www.lamudi.co.id/rumah-baru-harga-600jt-an-s-d-800jt-an-di-pisangan-165995804617.html,640000000,60,35
https://www.lamudi.co.id/rumah-murah-dan-elegant-di-taman-sari-jakarta-bara-166002284724.html,528600000,42,22
https://www.lamudi.co.id/rumah-2-lantai-strategis-bebas-banjir-daerah-lenteng-agung.html,1700000000,95,77
https://www.lamudi.co.id/jual-cepat-rumah-type-38-180-di-perumahan-citra-indah-citu.html,460000000,38,180
https://www.lamudi.co.id/rumah-mewah-ada-rooftop-dalam-cluster-rumah-cira-cipinang.html,6100000000,300,205
https://www.lamudi.co.id/rumah-mewah-classic-t-b-486-600-dalam-komplek-di-lebak-bulus.html,12500000000,0,600
https://www.lamudi.co.id/dijual-murah-rumah-diwilayah-jakarta-barat-daerah-kebub-jeruk.html,1750000000,180,105
https://www.lamudi.co.id/dijual-rumah-murah-jl-martimbang-raya-sinabung-kebayoran-baru-jaksel.html,10000000000,200,264
https://www.lamudi.co.id/dijual-rumah-cluster-murah-disepatan-bali-resort-t-166001282847.html,697000000,70,55
https://www.lamudi.co.id/rumah-mewah-tebet.html,8000000000,350,240
https://www.lamudi.co.id/rumah-cantik-minimalis-hnya-300-jutaan-lokasi-dkat-dengan-suntetmall.html,325500000,24,24
https://www.lamudi.co.id/rumah-mewah-di-cempaka-putih-dengan-lingkungan-ama-165984436923.html,1300000000,69,36
https://www.lamudi.co.id/rumah-cantik-model-eropa-di-kawasan-jakarta-timur-16595229049.html,1400000000,88,70
https://www.lamudi.co.id/cluster-muslim-premium-di-condet-jakarta-timur.html,1800000000,100,68
https://www.lamudi.co.id/rumah-cantik-design-modern-di-cibubur.html,490000000,45,65
https://www.lamudi.co.id/dpuspita-kalisari.html,559575000,32,41
https://www.lamudi.co.id/rumah-murah-dalam-cluster-dengan-kolam-renang-165838181891.html,1950000000,150,92
https://www.lamudi.co.id/rumah-baru-mewah-harga-mulai-1-3m-an-di-cempaka-pu-165995807266.html,1377000000,70,38
https://www.lamudi.co.id/dijual-rumah-3-lt-di-tangki-mabes-16593277947.html,900000000,45,45
https://www.lamudi.co.id/the-lagoon-park-bukit-golf-riverside-cibuburr.html,1125213000,63,60
https://www.lamudi.co.id/dijual-rumah-duren-sawit-siap-huni-semi-furnish-165966010520.html,1690000000,123,102
https://www.lamudi.co.id/virya-semanan-tipe-7-1.html,3016000000,166,140
https://www.lamudi.co.id/virya-semanan-tipe-6-1.html,2548000000,136,120
https://www.lamudi.co.id/rumah-mewah-di-jakarta-barat-10-menit-dari-stasiun.html,2550000000,136,120
